AUTHOR_ID,AUTHOR_NAME,TITLE ID,TITLE,LANGUAGE,GENRE,NUSHA,NUSHA_META,NUSHA_DATE,NUSHA_DIMENSION,BASKI,BASKI_META,BASKI_PLACE,PUBLISHER,BASKI_DATE,BASKI_DIMENSION,CONTENT_LOCATION,BIBLIOGRAPHY,KEYWORDS
75,AHMED RESMÎ EFENDÎ,,Coğrafya-yı Cedide,T,,YES,"*Hüsrev Paşa, nr.268: nesihle 203 yaprak, 18,8x31,5 (10,3x21) cm, 21 str. İstinsahı H. XII. yüzyıl sonlarında. yap.la'da: 4u 4-a-aû «üüjUjlu <La^j
. jj JuJj Lj (j-h-o 4^jJ JjAs» p<Cıâl^jLa. altında: ... olI jjlsJI L^_ajj (_£■*! 1 <_ı*î^11	^_ıoll <_>,ı,^	<> 4	4_ıâl^i	p4İLmj^
\ YV\ LlİiL	■* «'•>- jjlI £jjİ kayıtları vardır.
*Hüsrev Paşa, nr.269: nesihle 205 yaprak, 17x24 (9,7x17) cm. 21 str. İstinsahı H. 1220'den önce. Yap. la'da Resmî Osman Efendi'nin eliyle müellifin biyografisi hakkında kısa bilgi verilmiştir. Yine aynı sayfada îluu <_j jLa-İc. j t>alj	« <>*(.... I ,
\YY • kaydı yeralmaktadır.
",H. 1220; H. XII,,NO,,,,,,,"Ahmed Vasıf Efendi, Mahasin al-Aşar ve Hada'ik al-Ahbar, Bulak 1240, s. 77-85;SO, II, 380-381; OM, III, 58-59; HA, I, 179; F. Babinger, “Ahmed Resmî”, İA, I, 202;V. H. Aksan, “An Ottoman statesman in war and peace: Ahmed Resmi Efendi, 1700-1783”, Ottoman Empire and its Heritage: Politics, Leiden: Brill, 1995; T. Stoilova, ""Le choix du roi polonais et la mission de Resmi Ahmed Efendi a Berlin durant les annees 1763-1764"", Bulgarian Historical Review, 22 II, 1994, s.12-30. aynı müellif, OTY, s.337-340; TA, I, 268',Faik Reşid Unat, Osmanlı Sefirleri ve Sefaretnameleri, s. 106; Türk Meşhurları, s.25; Meydan Larousse, I, 18.",
75,AHMED RESMÎ EFENDÎ,,Prusya Sefâretnâmesi,T,,NO,,,,NO,,,,,,Prusya,"Ahmed Vasıf Efendi, Mahasin al-Aşar ve Hada'ik al-Ahbar, Bulak 1240, s. 77-85;SO, II, 380-381; OM, III, 58-59; HA, I, 179; F. Babinger, “Ahmed Resmî”, İA, I, 202;V. H. Aksan, “An Ottoman statesman in war and peace: Ahmed Resmi Efendi, 1700-1783”, Ottoman Empire and its Heritage: Politics, Leiden: Brill, 1995; T. Stoilova, ""Le choix du roi polonais et la mission de Resmi Ahmed Efendi a Berlin durant les annees 1763-1764"", Bulgarian Historical Review, 22 II, 1994, s.12-30. aynı müellif, OTY, s.337-340; TA, I, 268',Faik Reşid Unat, Osmanlı Sefirleri ve Sefaretnameleri, s. 106; Türk Meşhurları, s.25; Meydan Larousse, I, 18.",
75,AHMED RESMÎ EFENDÎ,,Sefâretnâmesi,T,,YES,"*Aşir Efendi, nr. 252: nesihle 27 yaprak, 14x26(7,5x17,9) cm, 19 str. İstinsahı 1 rebiülahir 1178'de. Katalog, s. 584-585.
*Aşir Efendi, nr. 253: nesihle 26 yaprak, 13,5x25,7(7x17,7) cm, 19 str. İstinsahı H. XII. asırda. Katalog, s. 585.
*Hazine, nr. 1576: nesihle 28 yaprak, 14x25(7x19) cm, 19 str. İstinsahı H. XII. asırda. F.
Karatay, TY, I, 302.
*Emanet Hazinei, nr. 1439: nesihle 29 yaprak, 13,5x26(7,5x19) cm, 29 str. İstinsahı H. 1178'de. F. Karatay, TY, I, 302.
*Atıf Efendi, nr. 1890: nesihle, 26 yaprak, 13,9x25,6(7,4x17,5) cm, 19 str. istinsahı 18. asır.
",H. 1178; H. XII; H. XII; rebiülahir 1178,"14x26(7,5x17,9) cm; 13,5x25,7(7x17,7) cm; 14x25(7x19) cm; 13,5x26(7,5x19) cm; 13,9x25,6(7,4x17,5) cm",YES,"İstanbul, Matbaa-i Ebuzziya, 1303/1887, 68 sayfa. TÜBATOK/AHTE, 1/1, 297.
",,,1303/1887,,Berlin; Hotin; İlbu; Kamaniçe; Karakuh; Lehistan; Prusya; Sanha; Yaş,"Ahmed Vasıf Efendi, Mahasin al-Aşar ve Hada'ik al-Ahbar, Bulak 1240, s. 77-85;SO, II, 380-381; OM, III, 58-59; HA, I, 179; F. Babinger, “Ahmed Resmî”, İA, I, 202;V. H. Aksan, “An Ottoman statesman in war and peace: Ahmed Resmi Efendi, 1700-1783”, Ottoman Empire and its Heritage: Politics, Leiden: Brill, 1995; T. Stoilova, ""Le choix du roi polonais et la mission de Resmi Ahmed Efendi a Berlin durant les annees 1763-1764"", Bulgarian Historical Review, 22 II, 1994, s.12-30. aynı müellif, OTY, s.337-340; TA, I, 268',Faik Reşid Unat, Osmanlı Sefirleri ve Sefaretnameleri, s. 106; Türk Meşhurları, s.25; Meydan Larousse, I, 18.",
75,AHMED RESMÎ EFENDÎ,,"
*İstanbul Üniversitesi, TY, nr. 1319: 24 yaprak, 14,5x21,8 cm.
Baskısrîstanbul, Matbaa-i Ebuzziya, 1304/1888, 36 sayfa. TÜBATOK/AHTE, 1/1, ",,,,,,,,,,,,,,,
76,NECATI EFENDİ,,"
*Esad Efendi, nr. 2278: talikle 45 yaprak, 10x19,2(7x15,7) cm, 27 satır. Başlıklar kırmızı ile, mukavva üzerine ebru cild. Ferağ kaydı:))	41^1 j V i pjjl
* Ali Emiri, nr. 831
*îstanbul Üniversitesi, nr.3880: 26 varak, 31,2x18,6 cm.
",,,,,,,,,,,,,,,
77,OŞMÂN B ABDULMANNÂN,,Tercemetü Kitâb-i Coğrafya,T,,YES,"*Köprülü, II. kısım, nr.175: nesihle 375 yaprak, 14x21 (8x10) cm. 15 str. Ferağ kaydı: 3 Jİ3JLL (jljjaj la ^jLa^hjâ (jlâfl 34 3 La‘i e L-a l^â-şl I (la^Jb) 4IL413II ^Ac.| I 4 A» » <»'»11 &âjb < 3-0 ^aİLaJI jkjall l$âc £Jj-âH £Âj jÂ>'*~âJD-adl LlİL a-aus.1 jaAl I 3J ...3J33JI jLL (_Üİ 3 4jL j qçLaı j «İM, 3^=JI Köprülü Kataloğu, II, 496 nr.175; Şeşen, aynı makale, s.",,,NO,,,,,,Ankara; İstanbul,"OM, III, 317 not 2; Cengiz Orhonlu, “XVIII. yüzyılda OsmanlIlarda Coğrafya ve Bartınlı İbrahim Hamdi Atlası”, TD, sayı 16, 1964, s. 116; İA, II, 271-272, III, 218; İ. Baliç, Cultura Bosnjaka, Vienna, 1973, s.80-81; R. Şeşen, “The Translator of the Belgrade Council Osman b. Abdulmannan”, Transfer of Modern Science and Technology to
159
the Müslim World, nşr. E. îhsanoğlu, İstanbul, 1992, s.372-383; E. İhsanoğlu, “Batı Bilimi ve Osmanlı Dünyası: Bir İnceleme Örneği Olarak Modern Astronomi'nin OsmanlI'ya Girişi”, Belleten, c. LVI, sayı 217, Ankara, 1992, s.747-749; aynı müellif, Büyük Cihaddan Frenk Fodulluğuna, s. 165-167; aynı müellif, ""Introduction of Western Science to the Ottoman World: A Case Study of Modern Astronomy (1660-1860)"", Transfer of Modern Science and Technology to the Müslim World, İstanbul, IRCICA, 1992, s.86-87; C. İzgi, II, 271-272; OMLT, s. 243-246.",
77,OŞMÂN B ABDULMANNÂN,,,,,,,,,,,,,,,,,
78,MEHMED NAHÎFÎ EFENDİ,,"
*Esad Efendi, nr. 2280: nesihle 50 yaprak, 15,5x23,6(9x17,5) cm, 21 str. başlıklar kırmızı. İstinsahı H. XII. asırda.
; 
İstanbul, İkdam Matbaası 1286, 71 sayfa. İstanbul Kitaplıkları Tarih ve Coğrafya Yazmalanı Kataloğu, s. ",,,,,,,,,,,,,,,
79,ABDULLAH EFENDİ,,Sefâretnâme,T,,YES,"*Emanet Hâzinesi, nr.1438/2: nesihle yap. 79^-164^, 17,5x30,5(18,9x19,4) cm, 19 str. İstinsahı XVIII. asır'da.Başlıklar ve cedveller yaldızlı, F. Karatay, TY, I, 331 nr. ",,"17,5x30,5(18,9x19,4) cm",YES,"(Kısaltılarak) Hayreddin Nedim, Bir Elçinin Tarihçe-i Sefareti, İstanbul, 1333, 112 sayfa.
",,,1333,,,"Faik Reşit Unat, Osmanlı Sefirleri ve Sefaretnameleri; s.162-168.
162",
79,ABDULLAH EFENDİ,,,,,,,,,,,,,,,,,
80,ABDURREZZAK EFENDİ,,H. 1213/M. 1799 Senesi Düvel-i Avrupa’nın Ahvâli,T,,YES,"^İstanbul Üniversitesi, TY, nr. 3781: talikle 12 yaprak, 14x19,3 (8,8x16,2) cm, 19 str. İstinsahı H. XIII. asrın sonlarındadır.",H. XIII,,NO,,,,,,Almanya; Avrupa; Avusturya; Ceneviz; Danimarka; Fransa; İspanya; İsveç; İsviçre; Piza; Portekiz; Prusya; Roma; Rusya; Sicilyateyn; Toskana,,
80,ABDURREZZAK EFENDİ,,,,,,,,,,,,,,,,,
81,FETHİ EFENDİ,,Vaşf al-Manâzil min Mışr ilâ Makka va min al-Şâm ila Makka va min Dimaşk ila'l-Kuds,T,,YES,"*Köprülü, II, kısım, nr. 342: nesihle yap. 34^-39a, 15,7x21 (9,5x16) cm, 24 str. İstinsahı H.
XII. asır. Köprülü Kataloğu, II, ",,,NO,,,,,,Dimaşk; Kudüs; Medine; Mekke; Mısır; Revan; Şam,"SO, IV, 8.",
81,FETHİ EFENDİ,,,,,,,,,,,,,,,,,
82,MAHMUD EFENDİ,,"Avrupa, Asya, Afrika Haritası",T,,YES,"* Arkeoloji Müzesi, nr. 1628: nesihle, 20x25 cm. ebadında bir mukavva üzerine çizilmiştir.
Ferağ kaydı: (jl < <ı5u.ıı jjj dlu 'j u uI Lc.1 Jj n yuJûljjjJ ■ âL.	< <■ dâjjaJI Ujâld
«Lş^JI (gâ W yİ ) ) AA <Gxu (gdljl f.Laâ	y-aj^J d (gj 6,11xm <lxxı",,20x25 cm,NO,,,,,,Afrika; Asya; Avrupa,,
82,MAHMUD EFENDİ,,,,,,,,,,,,,,,,,
83,MEHMED HULUSİ,,Harîtatu Vilayet al-‘Azab,T,,NO,,,,YES,"İstanbul 1194(7). Tarazı, II, 266. '",,,1194,,,,
83,MEHMED HULUSİ,,,,,,,,,,,,,,,,,
84,RIDVAN PAŞAZÂDE,,Terceme-i Muş'il al-Azhar fî ‘Acâ’ib al-Aktâr,T,,YES,"* Koyunoğlu , AY, nr. 13281: 212 yaprak, istinsahı H. 1124 tarihinde. Bazı Nâdir Türkçe Yazmaları, s. 393.",H. 1124,,NO,,,,,,Anadolu,,
84,RIDVAN PAŞAZÂDE,,,,,,,,,,,,,,,,,
85,SEYYİD ESAD,,ilgili Esâmi-i Büldân,T,,YES,"*Murad Molla , nr.1803 : nesihle 41 yaprak ,14,5 x 21,5 (6,5 x 13) cm,19 str. İstinsahı H. XII . asırda.",H. XII,,NO,,,,,,,,
85,SEYYİD ESAD,,,,,,,,,,,,,,,,,
86,HÂFIZ OSMAN,,Merâhil-i Mekke Min al-Şâm,T,,YES,"*Hacı Mahmud, 4886/2; nesihle, yap. 53^-70a, 21,3x15 (15,5x9) , 17 satır.Ferağ kaydEöjj________a.
\ Y \V <L_u ^aLoa- V yÂ ıjj-y ı ijjjj 4j>xul I (jLoİc. -lalla.",4886,,NO,,,,,,Mekke,,
86,HÂFIZ OSMAN,,,,,,,,,,,,,,,,,
87,AHMED VÂSIF EFENDİ,,İspanya Sefaretnâmesi,T,,YES,"*Emanet Hâzinesi, nr. 1438: nesihle, yap. 327^-353':), 30x18(8,8x18,9) cm, 19 str.
*Reşid Efendi, nr. 630/2: talikle, yap. 21^>-37':>, 15,6x24(9,5x20) cm, 21 str.Tarih-Coğrafya Yazmaları, s. 779-780.
*Ali Emiri, Tarih, nr. 818: rika ile 13 yaprak, 14,9x22,1(8,6xl4)cm, 16 str. Başı:jj_> -d 1« <—ıjjJjl CtoLâl ıdâ ûJaSjI «üLkujla Ijlü Xıa.yi fkjj	Jjl eKjLJ.1 jjla-â-oj âL-o 4L-U JJ
^.Lj (j^jl SeljjJLI «Ujjltlâ <jj	4HdlflJjüuj Jl
Tarih -Coğrafya Yazmaları, s. 780....6aL
",,"30x18(8,8x18,9) cm; 15,6x24(9,5x20) cm",NO,,,,,,Barselona; İspanya; Madrid; Mürsiye; Saragoza; Tartuşa,"SO, IV, 599; OM, III, 159-160; 190; Babinger, OTY, s. 358, 364-367; İA, XIII, 214-217; Osmanlı Sefirleri ve Sefaretnameleri, s. 144-147; Müslüman]arda Tarih ve* Coğrafya Yazıcılığı, s. 327-328.
168",
87,AHMED VÂSIF EFENDİ,,,,,,,,,,,,,,,,,
88,ABDURRAHMAN EFENDİ,,Cedid Atlas Tercümesi,T,,NO,,,,YES,"İstanbul, Daru't-Tıbaat'il-Amire, 1217/",,,1217,,Avrupa,"SO, III, 325; Türk Haritacılığında 75 Yıl, Harita Genel Müdürlüğü, Ankara® (£) 1970.",
88,ABDURRAHMAN EFENDİ,,,,,,,,,,,,,,,,,
89,RÂİF MAHMUD EFENDİ,,Kitaba ‘Ucâlat al-Coğrafya,T,,YES,"*British Museum, Add. 7897: talikle 157 yaprak. İstinsahı 26 Şaban 1223’te.
*Reşid Efendi, nr.612/1: rika ile yap. la-160a, 12x20(7,5x15) cm, 23 str. İstinsahı H.
1242 de. Başu^dc <ljl I* n jju Lal. 4*ilc, jSjla-k Jjl CuLa.-l-i lJjj 1 1 m j Çı-rsCİ J
170
' * u 14 j dllLcua £Âİj ûjjjiuxo	Lıİl^xa>
Yap. 3a:Jjl p«Ua_alâjjj	'J J d'ılj ...4^-*-^ ^-İJL>-n (_jAa_ı,.. dLlâ^ jjljJjl ^>^3 ijjajjâ
...££dÂİfl <C.LAi, ■ .411^1 (jjjLa-A Jaâ.L> t_âA«a lj Xo^| (jJiJjj ‘ÜtSj *Ali Emiri, Şer’iyye, nr.l 11/25: talikle yap. 180-189, bir parça, 20,3x32(22x11) cm, 37 str. İstinsahı H. XIII. asırda.
*British Museum, Or. 1141: nesihle 182 yaprak, 8,25x5,75 cm. İstinsahı H. XIII. asırda. Her iki nüsha için bk. Catalogue of the Turkish Mss. in the Brit. Museum, s.112-113.
*Beyazit Umumi, nr.984: nesihle 170 yaprak, 15x23(8x13) cm. 17 str. İstinsahı H. XIII. asır başlarında, sonu eksik.
*Dar al-Kutub, Tarih-Türki, nr.147: nesihle 101 yaprak. Fihrist al-Hidiviyya, TY, I, ","H.
1242; H. XIII; H. XIII; H. XIII; Şaban 1223; 7897; 1141","12x20(7,5x15) cm; 20,3x32(22x11) cm; 8,25x5,75 cm; 15x23(8x13) cm",NO,,,,,,Defa; Fransa; Paris; Üsküdar,"SO, IV, 329-330; OM, III, 317; Adıvar, s. 209-211; İA, III, 217-218; Ahmed Vâsıf Efendi için bk. SO, IV, 599-600; OM, III, 159-160; Babinger, OTY, s. 374, n.2; Yakovaki Efendi için bk. Uzunçarşılı, Merkez ve Bahriye Teşkilatı, s.73; Mehmet Alaaddin Yalçmkaya, “Mahmud Raif Efendi as the chief secretary of Yusuf Agha Efendi, the first permanent Ottoman-Turkish ambassador to London (1793-1797)”, OTAM, 5, 1994, s.385-434. Kemal Beydilli, Türk ve Bilim ve Matbaacılık Tarihinde Mühendishane, Mühendishane Matbaası ve Kütüphanesi (1776-1826), İstanbul 1995, s. 165-166, 169, 255.",
89,RÂİF MAHMUD EFENDİ,,,,,,,,,,,,,,,,,
90,KONSTANTÎN KAMİNAR,,Vilâyeti Haritası,T,,YES,"*Hazine, nr.l846: Karton üzerine, 70x52 cm. Müellif tarafından 1228/1813 tarihinde
171
çizilmiştir. F. Karatay, TY, nr.1443; Manuscript Maps in Topkapı Saray Library, s. 87.
",1228/1813,70x52 cm,NO,,,,,,Bursa; Çavuşköy; Dede Hebban Tepe; Demurtaşköy; Dut Ovası; Karahanköy; Karamanköy; Karlı Yeri; Kavakköy; Kestane Yeri; Keşiş Dağı; Mihaliç; Mudanya Körfezi; Yeni Kale; Yeni Kaplıca,,
90,KONSTANTÎN KAMİNAR,,(Çanakkale Boğazı) Haritası,T,,YES,"*Hazine, nr.1845: Karton üzerine, 71x52 cm. Müellif tarafından 1228/1813 tarihinde çizilmiştir. F. Karatay, TY, nr.1433; Manuscript Maps in the Topkapı Saray Library, s. 86.
",1228/1813,71x52 cm,NO,,,,,,Akbaşı Limanı; Akburun; Anadolu; Behramköy; Çakal Burun; Çanakkale; Çanakkale Boğazı; Dervant Burun; Eştepeler; Gelibolu; Rumeli; Yeni Kale,,
90,KONSTANTÎN KAMİNAR,,"Avrupa, Asya ve Afrika Haritası",T,,NO,,,,NO,,,,,,Afrika; Asya; Avrupa,,
90,KONSTANTÎN KAMİNAR,,"
*Hazine, nr.1858: yeşil bez üzerine yapıştırılmış karton üzerinde, 98x210 cm. Müellif tarafından 1228/1813 ’te tersim edilmiştir. F. Karatay, TY, nr. 1437; Manuscrit Maps in the Topkapı Saray Library, s. 87; Cahit Kayra, İstanbul Haritaları, İstanbul 1990, s. 100.
",,,,,,,,,,,,,,,
91,SEYYİD ABDUL'AZÎZ B ABDULĞANÎ ALERZÎNCÂNÎ,,,,,,,,,,,,,,,,,
92,GÜZELOGLU ARAM,,"
*İstanbul Üniversitesi, TY, 6705: rika ile 28 yaprak, 13,1x21,4 (6,7x13) cm. 15 str. İstinsahı H. XIII. asırda.",,,,,,,,,,,,,,,
93,SEYYÎD HAŞAN,,Bayezid Suyolu(Şebeke) Haritası,T,,YES,"*Türk- İslam Eserleri Müzesi, nr: 3339: 140x188 cm, İstinsahı yaklaşık H. 1231.
174
",H. 1231; 3339,140x188 cm,NO,,,,,,Halkalı; Saray; Tiryaki Çarşısı,"Cahid Kayra, İstanbul Haritaları, İstanbul 1990, s. 102; Kazım Çeçen, Halkalı Suları, İstanbul 1994, harita no: 7; aynı müellif, İstanbul'un Osmanlı Dönemi Suyolları, İstanbul 1999, harita no: 14.",
93,SEYYÎD HAŞAN,,,,,,,,,,,,,,,,,
94,BOZOKLU OSMAN ŞAKIR,,"
*Ali Emiri, Tarih, nr. 882: 52 yaprak, 17,8x11(11,9x7) cm, 13 str.
",,,,,,,,,,,,,,,
95,HÜSEYİN RIFKI TAMÂNÎ,,Burada al-Madhal fî’l-Coğrafyâ,T,,YES,"*Ali Emiri, Coğrafya, nr.93: nesihle 48 yaprak, 15x21,2(9x17) cm, 23 str. İstinsahı Ahmed al-
Rakkî tarafından H. 1239’da.
*İzmir Milli, nr.25/85-1: rika ile yap. l^-40a, 24,5x18 (11x16) cm. 25 str. İstinsahı H. 1269 yılında. Katalog, II, ",H. 1239; H. 1269,"15x21,2(9x17) cm",YES,"1. baskı: İstanbul, Matba‘a-i Âmire, 1247/1831. 88 sayfa, 8 pl. 13x19 (9x15,5) cm.
2.	baskı: İstanbul, Matba‘a-i Takvimhâne-i Âmire, 1266/1850, 88 sayfa.
3.	baskı:Matba‘a-i Takvimhâne-i Âmire 1274
4.	baskı : Matba‘a-i Takvimhâne-i Âmire 1277
5.	baskı:Matba‘a-i Takvimhâne-i Âmire 1285
6.	baskı:Matba‘a-i Takvimhâne-i Âmire ",,,1247/1831; 1266/1850; 1274; 1277; 1285,,,"Mîr'ât-ı Mühendishâne, s. 27, 32-33; OM, III, 261-262; Adıvar, s. 206-307;
Türk Meşhurlan, s. 180; Tanzimat, I, 552, not 1; TA, XIX, 425; Meydan Larousse, VI, 94; C.",
95,HÜSEYİN RIFKI TAMÂNÎ,,,,,,,,,,,,,,,,,
96,AHMED AZMİ EFENDİ,,Sefâretnâme-i Prusya,T,,YES,"*Ali Emiri, Tarih, nr.825: talikle 23 yaprak, 12,6x21,5(7x14,5) cm, 23 str. İstinsahı H. 1206'dadır.
*Esad Efendi, nr.2279: talikle 25 yaprak, 14x26(7,7x19,7)cm, 19str. istinsahı H. XIII. asrın sonları.
♦Emanet Hâzinesi, nr.1438/7: nesihle yap. 298^-326a, 30x18(9x19) cm, 19 str. F. Karatay, TY, 1,111.
♦İstanbul Üniversitesi, TY, nr. 6112: talikle 23 yaprak, 14,4x23(6,3x15,8) cm, 21 str.
",H. 1206; H. XIII,"12,6x21,5(7x14,5) cm; 14x26(7,7x19,7)cm; 30x18(9x19) cm; 14,4x23(6,3x15,8) cm",YES,"İstanbul, Matbaa-i Ebu’z-Ziya, 1303/1885, 11x15(7x12) cm, 72 sayfa. F. Karatay, TM, I, 75;
Özeğe, IV, 1542; MKAHTBK, I, ",,,1303/1885,11x15(7x12) cm,Avusturya; Prusya,"SO, III, 466; OM, III, 189; TA, IV, 443; Faik Reşit Unat, Osmanh Sefirleri ve Sefaretnameleri, 149-154; Meydan Larousse, II, 17; Büyük Larousse, II, 1144.",
96,AHMED AZMİ EFENDİ,,,,,,,,,,,,,,,,,
97,ÎSTAVRAKÎ,,"
*Emanet Hâzinesi, nr. 1447: nesihle 31 yaprak, 14x21,3 cm, 15 str. İstinsahı mütercim tarafından Ramazan 1226’da. F. Karatay, TY, nr. 1394.
*İstanbul Üniversitesi, TY, nr. 3730: rika ile 31 yaprak, 13,5x19,6 (8x12) cm, 16 str. İstinsahı mütercim tarafından Ramazan 1226’da.
",,,,,,,,,,,,,,,
98,ŞÂNİZÂDE MEHMED ATÂULLAH,,Mufradât-ı Kullîya fi Savâhil al-Bahrîya,T,,YES,"*Marburg, Hs.or.oct.1003: rika ile 80 yaprak, 21,5x14(15,5x9)cm, 13 str. Flemming, I, 263-",,"21,5x14(15,5x9)cm",NO,,,,,,,"Şani-zade Mehmed Sadık, Sakkı-ı Şâni-zade, İstanbul Matbaa-i Amire 1284- 1867; SO, III, 479; OM, III, 221-222; Babinger, OTY, s.375-377; Adıvar, s.214, 216; Feridun Nafiz Uzluk, ""Tabib Şâni-zâde Mehmed Ataullah"", Poliklinik , sayı 6, 1950; Aykut Kazancıgil- Bedizel Zülifkar, XIX. Yüzyılda Osmanlı İmparatorluğunda Anatomi (Şâni-zâde-Bianchi) Şâni-zâde Hayatı ve Eserleri, İstanbul 1991; Müslümanlar'da Tarih ve Coğrafya® Yazıcılığı, s.329.",
98,ŞÂNİZÂDE MEHMED ATÂULLAH,,,,,,,,,,,,,,,,,
99,BOGOS TİRYAKÎOGLU,,Bunlardan Mebâdi-i Coğrafya,T,,NO,,,,YES,"Birinci baskı, İstanbul 1262/1846, 61 sayfa.
İkinci baskı, İstanbul, Mektebri Tıbbiye-i Adliye Matbaası 1263/1847, litograf, 61 sayfa, 15x23 (9,5x17,5) cm.
Üçüncü baskı, aynı matbaa 1264/1848, 61 sayfa, litograf, 16x24 cm, bu baskı ilaveli olmalı. Dördüncü baskı, aynı matbaa, 1266/1850, litograf baskıyla 15x23(9xl7)cm, 6+190 sayfa. F. Karatay, TM, I, 505-506; Özeğe, I, 210, IV, 1471; MKAHTBK, ek, s.",,,1262/1846; 1263/1847; 1264/1848; 1266/1850,16x24 cm,Afrika; Asya; Avrupa,"Cevdet Paşa, Tezâkir, tezkire 40-tetimme, nşr. C. Baysun, Ankara 1986, s. 119; Rıza Tahsin, Mir'ât-ı Mekteb-i Tıbbiye, I, 4,6,8; Osman Nuri Ergin, Türkiye Maarif^ Tarihi, İstanbul 1377, II, 340; Tanzimat, I, 558, not 3.",
99,BOGOS TİRYAKÎOGLU,,,,,,,,,,,,,,,,,
100,SEYYİD MEHMED EMÎN VAHÎD EFENDİ,,Sefaretnameri Fransa,T,,YES,"^Muallim Cevdet, nr. K. 55/1: rika ile yap. 1-23, 23,5x16,5(18x10,5) cm, 21 str. İsmail Hakkı
tarafından H. 1270’te istinsah edilmiştir. Muallim Cevdet Yazmaları Kataloğu, s. 123.
^Muallim Cevdet, nr. 409: nesihle 18 yaprak, 21x16(12x7) cm, 17 str./ Mehmed Niyazi
Kastamonulu tarafından H. 1277’de istinsah edilmiştir.^ Muallim Cevdet 'Yazmaları Kataloğu,
aynı yer.
*Hazine, nr.1437: nesihle 34 yaprak, 23x14(7,6x15/7) cm, 21 str. Muhtemelen H. XIII. asırda istinsah edilmiştir. F. Karatay, TY, I, 314.
*Türk Tarih Kurumu yazmaları, nr. Y 53.
183
*Esad Efendi, nr. 2277: talikle 25 yaprak, 14,5x23(7x16) cm, 19 str. İstinsahı H. 1222'de.
^Muallim Cevdet, nr. K. 38/1: rika ile yap. 1-37, 24x17(18x12) cm, 17 str. Muallim Cevdet Yazmaları Kataloğu, s. 123.
*Veliyüddin, nr. 3379: nesihle 36 yaprak, 13x20,7(8x15,5) cm, 21 str. İstinsahı H. XIII. asır.
*Viyana, Kuns-Akad, nr. 282: bk. Albrecht Krafft, Die Arabischen, Persischen und Turkischen Handschriften der K.K. Orientalischen Akademie zu Wien, s. 107.
*Bibliotheque Nationale. nr. S. 507: nestalikle 40 yaprak, 29x20,5 cm. Cat. Blochet, I, ",H. 1270; H. 1277; H. 1222; H. XIII; H. XIII,"23,5x16,5(18x10,5) cm; 21x16(12x7) cm; 14,5x23(7x16) cm; 24x17(18x12) cm; 13x20,7(8x15,5) cm; 29x20,5 cm",YES,"Kitap halinde üç defa basılmıştır.
Sefaretnâme-i Seyyid Mehmed Emin Vahîd Efendi, Paris 1843 (Paris Şark Dilleri Mektebi yayınlarından: Relation de l’ambassade de Mohammed Wahid Efendi).
Sefaretnâme-i Seyyid Vahîd Efendi, İstanbul 1283
Fransa Sefaretnâmesi (temsil-i sânı), İstanbul 1304
İstanbul, tsz, 24x16 cm, 66 sayfa. F. Karatay, TM, I, 838; Özeğe, IV, 1542; Tarâzî, II, ",,,1843; 1283; 1304,24x16 cm,Budin; Budin Kalesi; Defa; Fransa; Paris; Peşte; Varşova; Viyana,"SO, IV, 605-606; OM, III, 160, 189; Türk Meşhurları, s. 394; Osmanlı Sefirleri ve Sefaretnameleri, s. 201-203; Yavuz Ercan, “Napoleon istilası sırasında bir Türk diplomatının gözü ile Viyana Şehri”, Osmanlı Araştırmaları, IV, İstanbul 1984, s. 261-280, F. Babinger, OTY, s. 377-378.",
100,SEYYİD MEHMED EMÎN VAHÎD EFENDİ,,,,,,,,,,,,,,,,,
101,THEOLOGU ALEKO,,"
^İstanbul Üniversitesi, TY, nr. 6616: rika ile 733 sayfa, 16x22,5 (10x14,4) cm, 13 str. Ferağ kaydi:SjL-uaJI ^1	^jl uıl jj-® 4 n ■vjj (^jJI <_xjlLİ,I ^-âle.... j tâ âli jj ujI ""»<11
<l'ı, -3	j A^ljl ^â,, ,LuuL> a,a.a_a	<■<! rr» 4_u I. A a 11 Sj[j izi dİ Lxı i ali 0<- dj 4 t^ytl I
d > »k II 5 dlJI jLa-JJI 4İaj^ (3Üj^ ' 4_a^a»_^jj 4Üjjj_ol—a Cd j	I jjb (jlS> Âİ| j (jCuLa j CAMjÜ
d .•.t--.k,,.SRaşta 6 sayfalık muhteviyat fihristi bulunur. Tezhipli bir nüsha.
*Hüsrev Paşa, nr. 760: kitabın ikinci yarısı, rika ile 189 yaprak.
Ferağ kaydı: 5jL_*ll ^1 lj-âlI jLxJ y* 4_a_ş.jj ^âll jÂjJjâj <_JlLLI...^jJ_ill ju ^la ^jLiSdl . uill (jCuLo ÛASJjI J □««■■t»- 4imi... jLuâ-aj >âJjl LiL J. nı> n .jjm.rv .. Cjj t A 4_l^j2İİ I , 4 ıiki.lıxuâ 4 HkılI SjUl ^jLoJİlI «LLajV ıjl H^l 4-a^.jXi 4İJjjaLo Oİj lâ-â *Nafiz Paşa, nr. 1257: rika ile 333 yaprak, 16,5x21,5 (9,6x14,l)cm, 13 str. Bundan önceki
nüshalardaki ferağ kaydını taşır.
",,,,,,,,,,,,,,,
